"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
"FDW32",18.35,"2",0.094218363,"7",83.9882,"OUT013",1987,"1","3","2",1202.4348,"Food",30
"FDN21",18.6,"1",0.076841095,"14",162.2236,"OUT035",2004,"3","2","2",2900.2248,"Food",13
"FDH56",9.8,"2",0.063805139,"7",117.3492,"OUT035",2004,"3","2","2",810.9444,"Food",13
"FDQ07",15.1,"2",0.087542757,"7",219.8456,"OUT049",1999,"2","1","2",6189.2768,"Food",18
"FDU58",6.61,"2",0.028871235,"14",188.7898,"OUT027",1985,"2","3","4",2057.9878,"Food",32
"FDK36",7.09,"1",0.00720931,"1",48.1034,"OUT013",1987,"1","3","2",1069.2748,"Food",30
"NCG18",15.3,"1",0.02286663,"10",102.8332,"OUT027",1985,"2","3","4",2768.3964,"Non Consumable",32
"FDQ26",13.5,"2",0.067543727,"5",57.2562,"OUT027",1985,"2","3","4",2073.967,"Food",32
"DRL47",19.7,"1",0.038549197,"8",127.5362,"OUT027",1985,"2","3","4",1006.6896,"Drinks",32
"DRJ11",9.5,"1",0.0646622415558602,"8",188.9872,"OUT017",2007,"3","2","2",1323.6104,"Drinks",10
"FDB41",19,"2",0.097709541,"6",48.6718,"OUT018",2009,"2","3","3",614.5334,"Food",8
"NCA06",20.5,"1",0.143283608,"10",37.919,"OUT046",1997,"3","1","2",183.095,"Non Consumable",20
"NCZ41",19.85,"1",0.064551885,"9",125.2704,"OUT045",2002,"3","2","2",2127.8968,"Non Consumable",15
"NCD54",21.1,"1",0.029173031,"10",145.7786,"OUT017",2007,"3","2","2",1444.786,"Non Consumable",10
"FDM34",19,"1",0.067120954,"14",132.9626,"OUT027",1985,"2","3","4",3279.065,"Food",32
"FDL57",15.1,"2",0.067020992,"14",260.3304,"OUT013",1987,"1","3","2",5424.9384,"Food",30
"NCD30",19.7,"1",0.026826919,"10",98.7726,"OUT013",1987,"1","3","2",1859.5794,"Non Consumable",30
"FDH17",16.2,"2",0.01665334,"6",97.3726,"OUT046",1997,"3","1","2",2055.3246,"Food",20
"FDD57",18.1,"1",0.022395357,"7",96.5094,"OUT035",2004,"3","2","2",1332.9316,"Food",13
"FDC58",10.195,"1",0.042113173,"14",42.5428,"OUT018",2009,"2","3","3",878.856,"Food",8
"FDX47",6.55,"2",0.034604343,"2",157.8288,"OUT046",1997,"3","1","2",2514.0608,"Food",20
"FDC50",15.85,"1",0.136774734,"4",94.4094,"OUT045",2002,"3","2","2",1428.141,"Food",15
"NCS53",14.5,"1",0.089343433,"9",157.3604,"OUT027",1985,"2","3","4",6021.4952,"Non Consumable",32
"FDY13",12.1,"1",0.030250132,"4",75.267,"OUT018",2009,"2","3","3",612.536,"Food",8
"FDP44",16.5,"2",0.079698503,"7",100.6332,"OUT035",2004,"3","2","2",1537.998,"Food",13
"FDH60",19.7,"2",0.141360118,"1",197.311,"OUT019",1985,"3","1","1",392.822,"Food",32
"FDR02",16.7,"1",0.036933417,"5",109.1886,"OUT010",1998,"1","3","1",222.3772,"Food",19
"FDK48",7.445,"1",0.037449987,"1",76.7354,"OUT027",1985,"2","3","4",2783.7098,"Food",32
"FDO24",11.1,"1",0.294948897,"1",159.0604,"OUT010",1998,"1","3","1",792.302,"Food",19
"FDE20",11.35,"2",0.005525913,"7",168.279,"OUT013",1987,"1","3","2",2376.906,"Food",30
"FDM04",9.195,"2",0.04712061,"6",53.1666,"OUT046",1997,"3","1","2",768.999,"Food",20
"NCH07",13.15,"1",0.162248011,"10",160.4604,"OUT019",1985,"3","1","1",316.9208,"Non Consumable",32
"DRP35",18.85,"1",0.090867297,"8",127.3336,"OUT046",1997,"3","1","2",3962.8416,"Drinks",20
"FDO11",8,"2",0.030264897,"2",250.3092,"OUT046",1997,"3","1","2",6723.2484,"Food",20
"NCM30",19.1,"1",0.067295406,"10",41.9796,"OUT046",1997,"3","1","2",701.7532,"Non Consumable",20
"DRF27",8.93,"1",0.02827966,"5",152.234,"OUT027",1985,"2","3","4",1071.938,"Drinks",32
"NCR18",15.85,"1",0.020388413,"10",44.4112,"OUT027",1985,"2","3","4",767.0016,"Non Consumable",32
"FDS48",15.15,"1",0.027644732,"1",149.4708,"OUT027",1985,"2","3","4",3159.8868,"Food",32
"FDO32",6.36,"1",0.120731024,"7",46.506,"OUT049",1999,"2","1","2",652.484,"Food",18
"NCP05",19.6,"1",0.025429614,"9",151.7024,"OUT017",2007,"3","2","2",2884.2456,"Non Consumable",10
"FDF44",7.17,"2",0.059438787,"7",130.9968,"OUT027",1985,"2","3","4",4828.3816,"Food",32
"FDX56",17.1,"2",0.074059474,"7",209.0638,"OUT046",1997,"3","1","2",3520.0846,"Food",20
"FDE46",18.6,"1",0.015693328,"14",150.7366,"OUT027",1985,"2","3","4",906.8196,"Food",32
"FDQ09",7.235,"1",0.057850699,"14",113.2834,"OUT027",1985,"2","3","4",4376.9692,"Food",32
"NCB54",8.76,"1",0.050011058,"9",126.7336,"OUT013",1987,"1","3","2",639.168,"Non Consumable",30
"NCV18",6.775,"1",0.105225964,"10",84.225,"OUT035",2004,"3","2","2",3162.55,"Non Consumable",13
"NCG55",16.25,"1",0.039207025,"10",116.1176,"OUT049",1999,"2","1","2",2633.9048,"Non Consumable",18
"FDV14",19.85,"1",0.044489064,"5",89.4856,"OUT035",2004,"3","2","2",1054.6272,"Food",13
"FDT31",19.75,"1",0.012437935,"7",189.9872,"OUT013",1987,"1","3","2",3781.744,"Food",30
"DRD12",6.96,"1",0.077350112,"15",91.4146,"OUT045",2002,"3","2","2",638.5022,"Drinks",15
"FDZ40",8.935,"1",0.040346436,"6",53.7298,"OUT018",2009,"2","3","3",593.2278,"Food",8
"DRI11",8.26,"1",0.057585723,"8",113.7834,"OUT010",1998,"1","3","1",115.1834,"Drinks",19
"FDP23",6.71,"1",0.03565903,"2",218.3166,"OUT045",2002,"3","2","2",1959.4494,"Food",15
"FDY02",8.945,"2",0.087629354,"5",263.491,"OUT035",2004,"3","2","2",1840.937,"Food",13
"FDM03",12.65,"1",0.0642464577651515,"11",107.8938,"OUT046",1997,"3","1","2",750.3566,"Food",20
"FDF35",15,"1",0.154228739,"16",107.3938,"OUT049",1999,"2","1","2",750.3566,"Food",18
"DRM37",15.35,"1",0.096943078,"15",196.5768,"OUT017",2007,"3","2","2",7685.9952,"Drinks",10
"NCV41",14.35,"1",0.017065268,"9",109.5228,"OUT049",1999,"2","1","2",1768.3648,"Non Consumable",18
"NCK53",11.6,"1",0.0643032613957621,"9",100.8042,"OUT027",1985,"2","3","4",3472.147,"Non Consumable",32
"FDW23",5.765,"1",0.082178616,"1",37.0164,"OUT045",2002,"3","2","2",540.6296,"Food",15
"FDW12",8.315,"2",0.035542581,"1",143.3444,"OUT013",1987,"1","3","2",1596.5884,"Food",30
"FDG44",6.13,"1",0.102171627,"7",53.8298,"OUT035",2004,"3","2","2",1024.6662,"Food",13
"FDJ36",14.5,"2",0.128235818,"1",104.1332,"OUT035",2004,"3","2","2",205.0664,"Food",13
"FDX55",15.1,"1",0.0552059,"7",219.4166,"OUT046",1997,"3","1","2",6096.0648,"Food",20
"DRG13",17.25,"1",0.037337632,"15",163.7526,"OUT018",2009,"2","3","3",3289.052,"Drinks",8
"NCD06",13,"1",0.099242622,"10",46.306,"OUT013",1987,"1","3","2",699.09,"Non Consumable",30
"FDW22",9.695,"2",0.030143704,"14",222.0114,"OUT027",1985,"2","3","4",6207.9192,"Food",32
"FDD33",12.85,"1",0.108412059,"7",233.2642,"OUT045",2002,"3","2","2",3950.1914,"Food",15
"FDG24",7.975,"1",0.014628382,"1",82.325,"OUT035",2004,"3","2","2",1331.6,"Food",13
"FDE05",10.895,"2",0.032454046,"6",144.8102,"OUT046",1997,"3","1","2",3062.0142,"Food",20
"FDZ12",9.17,"1",0.102978817,"1",144.947,"OUT046",1997,"3","1","2",4294.41,"Food",20
"FDX37",16.2,"1",0.105498192,"4",101.47,"OUT010",1998,"1","3","1",399.48,"Food",19
"FDE44",14.65,"1",0.171355643,"7",47.6692,"OUT035",2004,"3","2","2",739.038,"Food",13
"FDS52",8.89,"1",0.009585169,"6",102.5016,"OUT019",1985,"3","1","1",101.2016,"Food",32
"FDO39",6.985,"2",0.137926458,"11",184.7608,"OUT018",2009,"2","3","3",4042.7376,"Food",8
"FDI32",17.7,"1",0.0648003527697595,"7",115.0834,"OUT045",2002,"3","2","2",2764.4016,"Food",15
"FDV28",16.1,"2",0.0646622415558602,"6",35.1558,"OUT017",2007,"3","2","2",339.558,"Food",10
"NCP53",14.75,"1",0.033076388,"9",237.2906,"OUT017",2007,"3","2","2",3089.9778,"Non Consumable",10
"NCN43",12.15,"1",0.006770252,"12",124.473,"OUT049",1999,"2","1","2",1231.73,"Non Consumable",18
"NCI31",20,"1",0.142393355,"12",36.419,"OUT019",1985,"3","1","1",109.857,"Non Consumable",32
"FDK55",18.5,"1",0.025813943,"11",89.1172,"OUT045",2002,"3","2","2",892.172,"Food",15
"FDC17",12.15,"1",0.015548178,"6",211.2928,"OUT017",2007,"3","2","2",5049.4272,"Food",10
"FDV28",16.1,"2",0.159698192,"6",32.0558,"OUT035",2004,"3","2","2",1018.674,"Food",13
"FDY26",20.6,"2",0.030634813,"5",212.9244,"OUT018",2009,"2","3","3",2540.6928,"Food",8
"NCU06",17.6,"1",0.074522745,"10",228.801,"OUT049",1999,"2","1","2",3215.814,"Non Consumable",18
"FDV16",7.75,"2",0.145200948,"6",35.4558,"OUT019",1985,"3","1","1",135.8232,"Food",32
"FDY31",5.98,"1",0.043651198,"7",146.1418,"OUT045",2002,"3","2","2",3089.9778,"Food",15
"DRE37",13.5,"1",0.094366079,"15",190.9872,"OUT049",1999,"2","1","2",2836.308,"Drinks",18
"FDH33",12.85,"1",0.121702394,"14",42.7428,"OUT035",2004,"3","2","2",703.0848,"Food",13
"FDA46",13.6,"1",0.117613212,"14",194.2136,"OUT035",2004,"3","2","2",2527.3768,"Food",13
"FDP12",9.8,"2",0.045258247,"1",35.9874,"OUT035",2004,"3","2","2",282.2992,"Food",13
"FDJ09",15,"1",0.058485617,"14",44.7744,"OUT049",1999,"2","1","2",679.116,"Food",18
"NCS54",13.6,"1",0.00994477,"10",177.837,"OUT027",1985,"2","3","4",6528.169,"Non Consumable",32
"FDJ33",8.895,"2",0.087894475,"14",121.173,"OUT027",1985,"2","3","4",2586.633,"Food",32
"FDF32",16.35,"1",0.113953562,"7",198.2426,"OUT010",1998,"1","3","1",790.9704,"Food",19
"FDN24",14.1,"1",0.198316649,"1",54.3956,"OUT019",1985,"3","1","1",272.978,"Food",32
"FDX21",7.05,"1",0.084949955,"14",109.7912,"OUT035",2004,"3","2","2",1091.912,"Food",13
"FDC57",20.1,"2",0.054549098,"7",193.782,"OUT013",1987,"1","3","2",1158.492,"Food",30
"NCZ06",19.6,"1",0.094545236,"10",254.7698,"OUT018",2009,"2","3","3",5327.0658,"Non Consumable",8
"FDY56",16.35,"2",0.062359467,"7",224.0062,"OUT013",1987,"1","3","2",4288.4178,"Food",30
"NCH07",13.15,"1",0.092811105,"10",159.7604,"OUT049",1999,"2","1","2",4119.9704,"Non Consumable",18
"FDS44",12.65,"2",0.156679617,"7",238.8538,"OUT018",2009,"2","3","3",4566.7222,"Food",8
"FDY33",14.5,"2",0.09735225,"14",160.7262,"OUT049",1999,"2","1","2",1750.3882,"Food",18
"FDZ48",17.75,"1",0.076113671,"1",111.4544,"OUT045",2002,"3","2","2",1006.6896,"Food",15
"FDY48",14,"1",0.023783007,"1",104.0332,"OUT045",2002,"3","2","2",1435.4648,"Food",15
"FDK16",9.065,"1",0.114771298,"6",93.9094,"OUT027",1985,"2","3","4",3903.5854,"Food",32
"FDT16",9.895,"2",0.048662357,"6",261.7278,"OUT046",1997,"3","1","2",4685.9004,"Food",20
"FDC26",10.195,"1",0.211539389,"4",110.9886,"OUT010",1998,"1","3","1",111.1886,"Food",19
"DRJ47",18.25,"1",0.044430561,"8",174.208,"OUT018",2009,"2","3","3",2596.62,"Drinks",8
"FDQ04",6.4,"1",0.141860161,"6",41.0796,"OUT010",1998,"1","3","1",41.2796,"Food",19
"FDN40",5.88,"1",0.0642464577651515,"6",154.2998,"OUT046",1997,"3","1","2",1999.3974,"Food",20
"FDS39",6.895,"1",0.022441883,"11",143.8812,"OUT013",1987,"1","3","2",2707.1428,"Food",30
"FDC11",20.5,"1",0.142370445,"16",90.6172,"OUT018",2009,"2","3","3",1427.4752,"Food",8
"FDQ39",14.8,"1",0.13564792,"11",190.8846,"OUT010",1998,"1","3","1",191.0846,"Food",19
"FDB33",17.75,"1",0.014602837,"7",158.6262,"OUT049",1999,"2","1","2",3819.0288,"Food",18
"FDU27",18.6,"2",0.28701714,"11",48.8376,"OUT010",1998,"1","3","1",47.9376,"Food",19
"FDM44",12.5,"1",0.031112643,"7",104.999,"OUT045",2002,"3","2","2",1444.786,"Food",15
"FDT32",19,"2",0.065621523,"7",186.5214,"OUT035",2004,"3","2","2",5275.7992,"Food",13
"DRC13",8.26,"2",0.032573725,"15",125.073,"OUT018",2009,"2","3","3",985.384,"Drinks",8
"NCO07",9.06,"1",0.009776268,"12",213.756,"OUT046",1997,"3","1","2",1065.28,"Non Consumable",20
"FDJ16",9.195,"1",0.115353642,"6",58.9246,"OUT018",2009,"2","3","3",926.7936,"Food",8
"FDB22",8.02,"1",0.110901004,"14",155.0998,"OUT027",1985,"2","3","4",2768.3964,"Food",32
"NCS30",5.945,"1",0.093214866,"10",129.1652,"OUT045",2002,"3","2","2",2841.6344,"Non Consumable",15
"FDQ59",9.8,"2",0.0643032613957621,"2",84.5908,"OUT027",1985,"2","3","4",3020.0688,"Food",32
"FDI38",13.35,"2",0.014649641,"4",207.3638,"OUT049",1999,"2","1","2",5797.7864,"Food",18
"FDR52",12.65,"2",0.07603021,"6",189.0846,"OUT035",2004,"3","2","2",4012.7766,"Food",13
"FDT15",12.15,"2",0.042855388,"11",181.695,"OUT018",2009,"2","3","3",2929.52,"Food",8
"FDR52",12.65,"2",0.133144259,"6",190.8846,"OUT019",1985,"3","1","1",191.0846,"Food",32
"FDS60",20.85,"1",0.032580705,"1",180.066,"OUT018",2009,"2","3","3",2157.192,"Food",8
"FDK52",18.25,"1",0.0642573974698545,"6",224.1062,"OUT018",2009,"2","3","3",4965.5364,"Food",8
"FDA04",11.3,"2",0.066865326,"6",260.1962,"OUT045",2002,"3","2","2",2848.9582,"Food",15
"NCQ53",17.6,"1",0.018943666,"9",237.359,"OUT045",2002,"3","2","2",6145.334,"Non Consumable",15
"FDN28",5.88,"2",0.030371121,"6",101.799,"OUT018",2009,"2","3","3",1960.781,"Food",8
"FDU12",15.5,"2",0.132630345,"1",263.8568,"OUT019",1985,"3","1","1",790.9704,"Food",32
"FDT03",21.25,"1",0.01001904,"11",184.6608,"OUT045",2002,"3","2","2",367.5216,"Food",15
"FDY57",20.2,"2",0.121254236,"14",94.5752,"OUT046",1997,"3","1","2",1821.6288,"Food",20
"FDH56",9.8,"2",0.063764099,"7",113.8492,"OUT013",1987,"1","3","2",1737.738,"Food",30
"DRM23",16.6,"1",0.136286138,"8",171.4422,"OUT018",2009,"2","3","3",2241.7486,"Drinks",8
"FDZ07",15.1,"2",0.164391573,"7",62.8194,"OUT019",1985,"3","1","1",61.9194,"Food",32
"FDK40",7.035,"1",0.02189371,"6",262.791,"OUT045",2002,"3","2","2",3681.874,"Food",15
"FDU04",7.93,"1",0.0642464577651515,"6",121.8414,"OUT046",1997,"3","1","2",2802.3522,"Food",20
"DRL37",15.5,"1",0.0646622415558602,"15",41.377,"OUT017",2007,"3","2","2",649.155,"Drinks",10
"FDT26",18.85,"2",0.067624438,"5",120.944,"OUT027",1985,"2","3","4",1078.596,"Food",32
"FDT24",12.35,"2",0.186236236,"1",78.7328,"OUT045",2002,"3","2","2",1390.1904,"Food",15
"FDX57",17.25,"2",0.047037323,"14",96.4068,"OUT027",1985,"2","3","4",2624.5836,"Food",32
"FDA55",17.2,"2",0.099780431,"7",225.2088,"OUT019",1985,"3","1","1",447.4176,"Food",32
"NCN05",8.235,"1",0.014488997,"9",183.795,"OUT045",2002,"3","2","2",2929.52,"Non Consumable",15
"FDR58",6.675,"1",0.04200648,"14",92.6462,"OUT045",2002,"3","2","2",1665.8316,"Food",15
"FDX47",6.55,"2",0.034575546,"2",156.5288,"OUT013",1987,"1","3","2",1571.288,"Food",30
"NCH54",13.5,"1",0.072965144,"10",160.692,"OUT018",2009,"2","3","3",1917.504,"Non Consumable",8
"NCH42",6.86,"1",0.036530411,"10",227.801,"OUT035",2004,"3","2","2",3904.917,"Non Consumable",13
"FDH56",9.8,"2",0.063946629,"7",116.6492,"OUT045",2002,"3","2","2",2316.984,"Food",15
"FDQ48",14.3,"2",0.034551415,"1",98.1726,"OUT018",2009,"2","3","3",685.1082,"Food",8
"FDN20",19.35,"1",0.026329989,"7",169.2474,"OUT017",2007,"3","2","2",3705.8428,"Food",10
"FDA15",9.3,"1",0.016009057,"5",250.6092,"OUT013",1987,"1","3","2",6474.2392,"Food",30
"FDS48",15.15,"1",0.048637888,"1",149.7708,"OUT019",1985,"3","1","1",150.4708,"Food",32
"FDW02",4.805,"2",0.037852995,"5",126.2704,"OUT018",2009,"2","3","3",3629.9416,"Food",8
"FDN03",9.8,"2",0.015016891,"11",248.6408,"OUT027",1985,"2","3","4",6759.2016,"Food",32
"FDF57",14.5,"2",0.059160135,"7",170.7448,"OUT017",2007,"3","2","2",2045.3376,"Food",10
"DRM37",15.35,"1",0.096379585,"15",196.5768,"OUT035",2004,"3","2","2",4729.8432,"Drinks",13
"NCD54",21.1,"1",0.029008944,"10",143.3786,"OUT046",1997,"3","1","2",866.8716,"Non Consumable",20
"NCQ42",20.35,"1",0.039078047,"10",128.3678,"OUT027",1985,"2","3","4",3179.195,"Non Consumable",32
"FDW49",19.5,"1",0.082536604,"4",177.2002,"OUT035",2004,"3","2","2",2149.2024,"Food",13
"DRI03",6.03,"1",0.0226848,"5",178.1028,"OUT013",1987,"1","3","2",4604.6728,"Drinks",30
"FDD14",20.7,"1",0.170152831,"4",182.6266,"OUT045",2002,"3","2","2",2581.9724,"Food",15
"FDN02",16.5,"1",0.073827748,"4",208.8638,"OUT046",1997,"3","1","2",2484.7656,"Food",20
"FDQ45",9.5,"2",0.010864186,"14",185.3608,"OUT027",1985,"2","3","4",5329.0632,"Food",32
"FDX56",17.1,"2",0.07436116,"7",206.1638,"OUT018",2009,"2","3","3",4141.276,"Food",8
"FDE51",5.925,"2",0.168901843,"5",43.4086,"OUT019",1985,"3","1","1",44.6086,"Food",32
"FDT47",5.26,"2",0.02455854,"2",95.6068,"OUT045",2002,"3","2","2",2332.9632,"Food",15
"FDM22",14,"2",0.041949832,"14",54.064,"OUT035",2004,"3","2","2",1118.544,"Food",13
"FDB27",7.575,"1",0.055502454,"5",196.5768,"OUT045",2002,"3","2","2",1576.6144,"Food",15
"FDE02",8.71,"1",0.120663214,"4",95.6778,"OUT027",1985,"2","3","4",2910.2118,"Food",32
"FDD38",16.75,"2",0.00819018,"4",103.7674,"OUT035",2004,"3","2","2",2852.2872,"Food",13
"FDF34",9.3,"2",0.014098693,"14",197.7084,"OUT017",2007,"3","2","2",3372.9428,"Food",10
"FDP15",15.2,"1",0.108134654131881,"11",256.033,"OUT010",1998,"1","3","1",1281.665,"Food",19
"NCI29",8.6,"1",0.032806066,"9",143.6154,"OUT017",2007,"3","2","2",2127.231,"Non Consumable",10
"FDU27",18.6,"2",0.172446822,"11",47.1376,"OUT017",2007,"3","2","2",767.0016,"Food",10
"NCD55",14,"1",0.024213354,"10",42.4454,"OUT027",1985,"2","3","4",293.6178,"Non Consumable",32
"FDU37",9.5,"2",0.0642464577651515,"4",79.596,"OUT046",1997,"3","1","2",1038.648,"Food",20
"FDA01",15,"2",0.054685839,"4",60.2904,"OUT017",2007,"3","2","2",1581.9408,"Food",10
"FDS13",6.465,"1",0.124758619,"4",264.1884,"OUT045",2002,"3","2","2",3444.8492,"Food",15
"FDK55",18.5,"1",0.02586664,"11",88.9172,"OUT018",2009,"2","3","3",1695.1268,"Food",8
"FDR36",6.715,"2",0.121563385,"1",43.7454,"OUT035",2004,"3","2","2",545.2902,"Food",13
"DRK49",14.15,"1",0.035999599,"15",41.5138,"OUT049",1999,"2","1","2",162.4552,"Drinks",18
"DRM23",16.6,"1",0.0643032613957621,"8",171.7422,"OUT027",1985,"2","3","4",6207.9192,"Drinks",32
"FDH47",13.5,"2",0.21561193,"16",98.6068,"OUT010",1998,"1","3","1",97.2068,"Food",19
"FDZ21",17.6,"2",0.039381633,"14",98.041,"OUT018",2009,"2","3","3",675.787,"Food",8
"FDI57",19.85,"1",0.054331235,"13",198.7768,"OUT017",2007,"3","2","2",4532.7664,"Food",10
"FDK26",5.46,"2",0.056338482,"4",184.624,"OUT019",1985,"3","1","1",1304.968,"Food",32
"FDQ36",7.855,"2",0.161516894,"1",37.0848,"OUT035",2004,"3","2","2",447.4176,"Food",13
"FDJ58",15.6,"2",0.184359831,"14",172.6764,"OUT019",1985,"3","1","1",858.882,"Food",32
"FDD45",8.615,"1",0.116484721,"7",94.1436,"OUT045",2002,"3","2","2",1134.5232,"Food",15
"FDG50",7.405,"1",0.015302764,"4",89.9146,"OUT045",2002,"3","2","2",2189.1504,"Food",15
"FDO36",19.7,"1",0.136417078,"1",179.766,"OUT019",1985,"3","1","1",179.766,"Food",32
"NCW42",18.2,"1",0.058707159,"10",220.5456,"OUT018",2009,"2","3","3",3094.6384,"Non Consumable",8
"NCH18",9.3,"1",0.074753743,"10",246.4802,"OUT010",1998,"1","3","1",982.7208,"Non Consumable",19
"FDY59",8.195,"1",0.031251369,"1",93.3462,"OUT027",1985,"2","3","4",1018.0082,"Food",32
"NCO42",21.25,"1",0.024705597,"10",145.1102,"OUT045",2002,"3","2","2",1603.9122,"Non Consumable",15
"FDM45",8.655,"2",0.088693595,"14",122.5756,"OUT017",2007,"3","2","2",2181.1608,"Food",10
"NCV29",11.8,"1",0.038235337,"9",177.5686,"OUT010",1998,"1","3","1",711.0744,"Non Consumable",19
"FDT08",13.65,"1",0.048980156,"7",148.705,"OUT027",1985,"2","3","4",2996.1,"Food",32
"NCQ43",17.75,"1",0.194874778,"12",110.2912,"OUT019",1985,"3","1","1",218.3824,"Non Consumable",32
"NCA54",16.5,"1",0.036611104,"10",180.9318,"OUT013",1987,"1","3","2",3247.7724,"Non Consumable",30
"FDW55",12.6,"2",0.0646641146824417,"7",248.8092,"OUT035",2004,"3","2","2",6723.2484,"Food",13
"FDI10",8.51,"2",0.07802465,"14",171.4422,"OUT027",1985,"2","3","4",3448.844,"Food",32
"NCS53",14.5,"1",0.157190017,"9",156.8604,"OUT019",1985,"3","1","1",316.9208,"Non Consumable",32
"FDZ35",9.6,"2",0.022170592,"2",105.199,"OUT027",1985,"2","3","4",3199.169,"Food",32
"FDF10",15.5,"2",0.156797787,"14",148.6418,"OUT013",1987,"1","3","2",3972.8286,"Food",30
"FDO38",17.25,"1",0.07325106,"4",76.4986,"OUT017",2007,"3","2","2",778.986,"Food",10
"FDY45",17.5,"1",0.026289984,"14",253.7356,"OUT017",2007,"3","2","2",3815.034,"Food",10
"FDC40",16,"2",0.065328932,"5",78.4986,"OUT018",2009,"2","3","3",1791.6678,"Food",8
"NCO54",19.5,"1",0.014296484,"10",53.7614,"OUT049",1999,"2","1","2",1436.7964,"Non Consumable",18
"FDQ14",9.27,"1",0.062038986,"5",148.005,"OUT018",2009,"2","3","3",1797.66,"Food",8
"FDM10",18.25,"1",0.075908374,"14",213.4218,"OUT013",1987,"1","3","2",3846.9924,"Food",30
"DRK23",8.395,"1",0.072383777,"8",251.504,"OUT017",2007,"3","2","2",7084.112,"Drinks",10
"NCR17",9.8,"1",0.024363026,"9",114.0492,"OUT013",1987,"1","3","2",2085.2856,"Non Consumable",30
"FDG31",12.15,"1",0.066351687,"11",65.0826,"OUT019",1985,"3","1","1",193.7478,"Food",32
"FDH02",7.27,"2",0.020823289,"4",92.4488,"OUT045",2002,"3","2","2",996.0368,"Food",15
"DRH37",17.6,"1",0.041851756,"15",162.7526,"OUT017",2007,"3","2","2",3124.5994,"Drinks",10
"DRC36",13,"2",0.045239326,"15",174.1054,"OUT017",2007,"3","2","2",4377.635,"Drinks",10
"FDB56",8.75,"2",0.074778547,"7",186.3556,"OUT045",2002,"3","2","2",3567.3564,"Food",15
"NCK54",12.15,"1",0.029583249,"10",114.715,"OUT045",2002,"3","2","2",1048.635,"Non Consumable",15
"NCQ17",10.3,"1",0.064299088571134,"9",154.663,"OUT013",1987,"1","3","2",2816.334,"Non Consumable",30
"FDM13",6.425,"1",0.063432676,"3",132.8626,"OUT018",2009,"2","3","3",524.6504,"Food",8
"FDT44",16.6,"1",0.103406065,"7",116.4466,"OUT018",2009,"2","3","3",1178.466,"Food",8
"FDO28",5.765,"1",0.126585095,"6",122.4098,"OUT019",1985,"3","1","1",120.5098,"Food",32
"NCK07",10.65,"1",0.04896208,"12",165.8526,"OUT017",2007,"3","2","2",3946.8624,"Non Consumable",10
"NCP05",19.6,"1",0.025286583,"9",151.8024,"OUT046",1997,"3","1","2",1366.2216,"Non Consumable",20
"FDX11",16,"2",0.106752081,"1",181.4634,"OUT046",1997,"3","1","2",1090.5804,"Food",20
"FDS52",8.89,"1",0.005485618,"6",99.3016,"OUT045",2002,"3","2","2",607.2096,"Food",15
"FDB14",20.25,"2",0.102932246,"4",93.212,"OUT045",2002,"3","2","2",1304.968,"Food",15
"NCY06",15.25,"1",0.060888514,"10",130.1968,"OUT027",1985,"2","3","4",1565.9616,"Non Consumable",32
"FDS45",5.175,"2",0.029662795,"14",105.2622,"OUT017",2007,"3","2","2",2328.9684,"Food",10
"DRF23",4.61,"1",0.0642464577651515,"8",173.8396,"OUT046",1997,"3","1","2",1221.0772,"Drinks",20
"FDD33",12.85,"1",0.0643032613957621,"7",231.9642,"OUT027",1985,"2","3","4",6970.926,"Food",32
"NCA53",11.395,"1",0.009918699,"9",49.4034,"OUT018",2009,"2","3","3",777.6544,"Non Consumable",8
"FDC46",17.7,"1",0.116520447,"14",186.0266,"OUT035",2004,"3","2","2",2950.8256,"Food",13
"NCW41",18,"1",0.015447454,"9",159.2604,"OUT035",2004,"3","2","2",3961.51,"Non Consumable",13
"FDZ39",19.7,"2",0.018098194,"11",104.599,"OUT018",2009,"2","3","3",309.597,"Food",8
"FDE51",5.925,"2",0.097012989,"5",42.9086,"OUT017",2007,"3","2","2",758.3462,"Food",10
"FDG32",19.85,"1",0.17514326,"7",222.3772,"OUT027",1985,"2","3","4",9562.2196,"Food",32
"NCK07",10.65,"1",0.048785427,"12",163.9526,"OUT045",2002,"3","2","2",1644.526,"Non Consumable",15
"NCQ41",14.8,"1",0.019476708,"9",193.0794,"OUT035",2004,"3","2","2",3901.588,"Non Consumable",13
"FDL36",15.1,"1",0.076229769,"1",90.483,"OUT045",2002,"3","2","2",1617.894,"Food",15
"FDQ26",13.5,"2",0.0635953402378303,"5",57.8562,"OUT049",1999,"2","1","2",711.0744,"Food",18
"FDR02",16.7,"1",0.022190488,"5",113.1886,"OUT017",2007,"3","2","2",3335.658,"Food",10
"FDV59",13.35,"1",0.0642573974698545,"2",217.6166,"OUT018",2009,"2","3","3",3265.749,"Food",8
"FDZ33",10.195,"1",0.108134654131881,"14",147.2076,"OUT010",1998,"1","3","1",739.038,"Food",19
"NCT41",15.7,"1",0.05610384,"9",153.5024,"OUT045",2002,"3","2","2",2580.6408,"Non Consumable",15
