"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
7.31,"1",0.026940466,"14",108.457,"3","2","2",2306.997,"Food",10
14.15,"1",0.037877202,"16",124.0046,"1","3","2",1618.5598,"Food",30
20.35,"1",0.141129263,"14",121.6072,"2","3","4",3430.2016,"Food",32
7.97,"1",0.034424278,"15",171.8422,"1","3","2",2069.3064,"Drinks",30
9.895,"1",0.060067115,"10",230.6642,"3","1","2",4647.284,"Non Consumable",20
10.695,"2",0.127727102,"5",121.144,"3","1","2",1917.504,"Food",20
13.15,"1",0.05674821,"15",144.3812,"3","2","2",284.9624,"Drinks",10
18.35,"1",0.014052469,"10",224.0746,"3","2","2",1346.2476,"Non Consumable",15
15.7,"1",0.122684413,"4",132.2942,"2","1","2",2252.4014,"Food",18
5.785,"2",0.038724612,"7",263.9252,"1","3","2",6033.4796,"Food",30
19.1,"1",0.09688421,"7",233.5958,"2","1","2",2336.958,"Food",18
6.15,"1",0.0643032613957621,"1",100.1384,"2","3","4",2956.152,"Food",32
12.6,"1",0.087380432,"7",109.7228,"1","3","2",1547.3192,"Food",30
14.7,"1",0.072707309,"7",49.5034,"3","2","2",291.6204,"Food",10
20.2,"2",0.059894378,"7",125.9678,"2","1","2",2797.6916,"Food",18
14.15,"1",0.037901581,"16",126.3046,"3","2","2",2614.5966,"Food",13
8.785,"1",0.025841875,"7",120.7414,"2","3","4",4386.2904,"Food",32
17.6,"1",0.081933378,"9",161.492,"2","3","4",6391.68,"Non Consumable",32
18.2,"1",0.012627478,"14",140.818,"2","1","2",3495.45,"Food",18
15.7,"2",0.030476541,"14",252.2724,"2","3","4",5033.448,"Food",32
12.6,"2",0.074070351,"5",254.2356,"3","2","2",4578.0408,"Food",15
16.2,"1",0.063017421,"4",100.37,"3","2","2",998.7,"Food",13
13.15,"1",0.043727261,"14",182.595,"1","3","2",3478.805,"Food",30
7.51,"1",0.104023565,"14",112.4544,"3","2","2",2013.3792,"Food",15
13.85,"2",0.056271701,"3",232.23,"1","3","2",1398.18,"Food",30
9.1,"1",0.080619969,"10",47.4718,"2","3","3",472.718,"Non Consumable",8
19.85,"1",0.045761855,"7",125.602,"3","2","2",632.51,"Food",15
11.6,"2",0.078863888,"6",83.2276,"1","3","2",1543.3244,"Food",30
15.7,"2",0.027729547,"4",169.379,"2","3","3",1528.011,"Food",8
18.6,"2",0.170646494,"11",46.3376,"2","3","4",2109.2544,"Food",32
20.35,"1",0.039235527,"10",127.2678,"1","3","2",1017.3424,"Non Consumable",30
10.5,"2",0.02502991,"7",218.4508,"2","1","2",2821.6604,"Food",18
7.435,"1",0.205605116,"16",207.7638,"1","3","1",621.1914,"Food",19
5.655,"1",0.085622362,"7",167.25,"2","3","3",2330.3,"Food",8
11.1,"1",0.059968347,"7",152.8366,"3","2","2",1662.5026,"Food",15
15,"1",0.049038621,"15",65.4168,"1","3","2",1661.8368,"Drinks",30
14.15,"1",0.036147029,"15",39.3138,"3","2","2",527.9794,"Drinks",10
15.85,"2",0.212963193,"1",59.522,"3","1","1",299.61,"Food",32
12.5,"2",0.110614538,"7",80.6592,"3","2","2",1651.184,"Food",10
20.35,"1",0.142393712,"14",122.7072,"2","3","3",1470.0864,"Food",8
8.85,"1",0.053976156,"7",181.5292,"3","2","2",1277.0044,"Food",15
7.55,"2",0.03107068,"7",122.4072,"2","3","3",857.5504,"Food",8
18.7,"1",0.03761584,"7",109.1886,"3","2","2",1890.2062,"Food",13
12.5,"1",0.054363971,"7",105.099,"3","1","1",103.199,"Food",32
12.6,"1",0.161039887,"14",210.2612,"1","3","1",418.1224,"Food",19
9.395,"1",0.040023967,"12",85.5908,"2","1","2",1006.6896,"Non Consumable",18
7.21,"2",0.0646622415558602,"14",103.1332,"3","2","2",3281.0624,"Food",10
18.35,"1",0.030619301,"9",194.0162,"2","3","3",2886.243,"Non Consumable",8
11.3,"2",0.054637635,"11",93.3094,"2","1","2",3046.7008,"Food",18
17.25,"1",0.0642573974698545,"6",40.8822,"2","3","3",628.5152,"Food",8
17.75,"1",0.132995494,"1",113.5544,"3","1","1",223.7088,"Food",32
11.85,"2",0.050085152,"7",164.7526,"3","1","2",1315.6208,"Food",20
9.6,"1",0.096689673,"15",168.0158,"2","3","3",1336.9264,"Drinks",8
12.15,"1",0.026010729,"16",119.144,"3","2","2",2157.192,"Food",10
17.75,"1",0.075959623,"1",112.4544,"3","1","2",2460.7968,"Food",20
20.35,"1",0.021413346,"10",76.2328,"2","3","3",463.3968,"Non Consumable",8
8.785,"1",0.064299088571134,"7",120.5414,"1","3","2",1583.9382,"Food",30
14.3,"1",0.126924095,"6",87.2224,"2","3","4",3494.1184,"Food",32
6.11,"2",0.103340142,"7",131.2968,"2","3","3",913.4776,"Food",8
5.615,"1",0.0643032613957621,"9",125.173,"2","3","4",3572.017,"Non Consumable",32
15.15,"2",0.012288171,"14",129.9284,"3","2","2",2241.0828,"Food",15
10.5,"2",0.142827296,"2",159.4578,"3","2","2",3048.6982,"Food",15
18.1,"1",0.022291121,"7",93.6094,"2","3","4",3713.1666,"Food",32
16.7,"2",0.061992874,"14",60.9562,"1","3","2",355.5372,"Food",30
9.035,"2",0.17417636,"11",148.9708,"2","3","3",2257.062,"Food",8
11,"1",0.037953762,"9",38.448,"2","1","2",1198.44,"Non Consumable",18
11.8,"1",0.122289654,"7",46.3402,"3","2","2",275.6412,"Food",10
10.695,"2",0.128247408,"5",121.844,"2","3","3",2277.036,"Food",8
16.7,"2",0.038341654,"14",146.2102,"2","3","4",4228.4958,"Food",32
9.105,"1",0.038699553,"10",33.79,"3","2","2",199.74,"Non Consumable",10
16.2,"1",0.01940856,"15",156.7972,"2","1","2",3739.1328,"Drinks",18
10.3,"1",0.137870237,"1",175.037,"3","1","1",352.874,"Food",32
18.75,"1",0.052800258,"14",193.2504,"3","2","2",2684.5056,"Food",13
13.3,"1",0.06355415,"6",149.4708,"3","2","2",1354.2372,"Food",13
6.425,"1",0.01043823,"4",115.8808,"3","1","2",1757.712,"Food",20
16.35,"1",0.020589623,"7",53.2324,"3","2","2",727.0536,"Food",15
19.6,"2",0.041806702,"6",48.8376,"3","2","2",527.3136,"Food",10
18.2,"1",0.012679191,"14",139.818,"3","2","2",838.908,"Food",10
19,"1",0.128289285,"14",104.9622,"2","1","2",1164.4842,"Food",18
11.395,"1",0.009878459,"9",47.6034,"3","1","2",1312.2918,"Non Consumable",20
6.635,"2",0.046090204,"6",37.1506,"3","1","2",834.9132,"Food",20
17.85,"2",0.046680961,"7",121.9388,"2","1","2",3962.8416,"Food",18
14.15,"1",0.03546967,"4",256.3014,"3","2","2",4845.0266,"Food",10
5.5,"1",0.047290068,"12",100.5016,"2","3","3",1416.8224,"Non Consumable",8
8.895,"2",0.13842353,"6",163.0236,"3","2","2",1127.8652,"Food",10
17.7,"2",0.027779381,"7",50.1034,"1","3","1",97.2068,"Food",19
6.635,"2",0.113858603701205,"1",121.3098,"3","1","1",120.5098,"Food",32
10,"1",0.046043736,"6",140.618,"2","3","3",2376.906,"Food",8
7.09,"1",0.007215314,"1",47.6034,"3","1","2",1458.102,"Food",20
12.15,"2",0.132083542,"7",189.5872,"3","1","2",3403.5696,"Food",20
7.75,"2",0.083399788,"6",34.5558,"3","2","2",441.4254,"Food",10
13.1,"2",0.043978369,"7",178.4318,"2","3","4",2526.0452,"Food",32
5.03,"1",0.008639333,"10",122.2756,"1","3","2",2059.9852,"Non Consumable",30
9.8,"2",0.015089965,"11",249.6408,"3","1","2",1001.3632,"Food",20
9.1,"1",0.140582485,"10",47.1718,"3","1","1",141.8154,"Non Consumable",32
15.85,"1",0.228469522,"4",93.3094,"1","3","1",285.6282,"Food",19
17.7,"2",0.0646641146824417,"16",183.5924,"3","2","2",7033.5112,"Food",13
12.65,"1",0.123007534,"11",106.0938,"3","2","2",2679.845,"Food",13
19.6,"1",0.0642573974698545,"9",150.3024,"2","3","3",2580.6408,"Non Consumable",8
6.85,"1",0.02288328,"6",261.2594,"3","1","2",2878.2534,"Food",20
17.85,"1",0.087045086,"2",196.7794,"2","3","4",6242.5408,"Food",32
7.09,"1",0.007256127,"1",50.4034,"3","2","2",340.2238,"Food",10
6.55,"1",0.024664556,"2",103.3332,"3","2","2",2050.664,"Food",10
7.475,"1",0.013056494,"10",215.9192,"2","3","4",7334.4528,"Non Consumable",32
19.25,"1",0.180820798,"10",35.9558,"1","3","1",67.9116,"Non Consumable",19
5.635,"1",0.103693024,"1",149.905,"2","3","3",2546.685,"Food",8
7.035,"1",0.021849398,"6",262.091,"3","1","2",4207.856,"Food",20
7.72,"2",0.074731477,"2",77.5986,"3","1","2",1947.465,"Food",20
13,"1",0.154244343,"4",77.9986,"2","3","3",1168.479,"Food",8
8.51,"1",0.0635953402378303,"10",142.147,"2","1","2",1717.764,"Non Consumable",18
16.7,"2",0.042412572,"5",119.0782,"2","3","4",1549.3166,"Food",32
9.8,"2",0.072990979,"14",121.6098,"2","1","2",1566.6274,"Food",18
19.85,"1",0.005243282,"5",266.1884,"2","1","2",3179.8608,"Food",18
12.1,"1",0.034427577,"14",146.6734,"1","3","1",296.9468,"Food",19
15.5,"1",0.053455158,"15",43.677,"2","1","2",562.601,"Drinks",18
9.5,"2",0.108134654131881,"14",182.3608,"1","3","1",1102.5648,"Food",19
13.15,"2",0.037768989,"14",88.5856,"2","3","4",1845.5976,"Food",32
8.155,"1",0.119428052,"11",190.853,"3","2","2",2466.789,"Food",13
8.18,"1",0.013183517,"10",143.1154,"2","3","3",1843.6002,"Non Consumable",8
18,"1",0.072838381,"4",155.2972,"2","3","4",5141.3076,"Food",32
19.6,"2",0.128235131,"14",169.2816,"2","1","2",1174.4712,"Food",18
20.6,"1",0.0642464577651515,"9",148.8392,"3","1","2",2684.5056,"Non Consumable",20
9.695,"1",0.114583922,"9",156.4604,"3","2","2",2535.3664,"Non Consumable",10
8.85,"1",0.054171606,"7",183.9292,"3","2","2",2918.8672,"Food",10
8.93,"1",0.0635953402378303,"10",53.2614,"2","1","2",552.614,"Non Consumable",18
17.5,"1",0.026912667,"6",261.291,"2","1","2",3418.883,"Food",18
16.1,"1",0.100799828,"7",78.4328,"3","2","2",1467.4232,"Food",10
13.65,"1",0.077390746,"9",54.693,"3","2","2",679.116,"Non Consumable",15
5.425,"2",0.191603334,"1",87.0514,"1","3","1",88.5514,"Food",19
13.15,"1",0.056543464,"15",140.5812,"3","2","2",427.4436,"Drinks",15
6.26,"2",0.009923732,"11",152.8366,"3","2","2",3778.415,"Food",10
19.7,"2",0.016238512,"4",186.4556,"3","2","2",5069.4012,"Food",15
11.6,"2",0.156072361,"3",169.3474,"2","3","4",3874.2902,"Food",32
11.8,"1",0.115636723,"15",199.7084,"2","3","3",3571.3512,"Drinks",8
13.85,"1",0.030920531,"15",141.0154,"2","3","3",1701.7848,"Drinks",8
14.35,"1",0.080594133,"1",80.996,"3","1","2",1757.712,"Food",20
5.985,"1",0.167725251,"6",128.3678,"3","1","1",127.1678,"Food",32
20.7,"2",0.100378096,"7",122.4388,"3","2","2",1238.388,"Food",15
7.64,"2",0.070847865,"14",91.712,"3","2","2",2050.664,"Food",15
19.6,"2",0.04163619,"6",47.3376,"2","1","2",1150.5024,"Food",18
18.5,"1",0.025756826,"11",87.2172,"3","2","2",802.9548,"Food",13
12.3,"1",0.076987408,"10",247.946,"3","2","2",3202.498,"Non Consumable",10
12.1,"1",0.079968115,"10",170.8106,"3","2","2",4619.9862,"Non Consumable",15
7.21,"2",0.14460413,"14",102.6332,"3","2","2",2153.1972,"Food",13
17.6,"2",0.047524635,"14",118.2782,"3","2","2",715.0692,"Food",10
6.135,"2",0.079776075,"1",152.8366,"3","2","2",1964.7758,"Food",10
19.6,"1",0.023988387,"10",104.5964,"2","1","2",1262.3568,"Non Consumable",18
12.1,"1",0.011563024,"5",164.9526,"3","2","2",2302.3364,"Drinks",15
14.5,"1",0.089703476,"9",158.3604,"1","3","2",1109.2228,"Non Consumable",30
8.96,"2",0.06893834,"7",196.4768,"3","1","2",2561.9984,"Food",20
20.7,"1",0.169667145,"4",183.5266,"1","3","2",4426.2384,"Food",30
7.145,"1",0.017814518,"6",159.8578,"2","1","2",2246.4092,"Food",18
9.6,"2",0.027399064,"14",258.3304,"3","2","2",4133.2864,"Food",15
14.5,"2",0.097398254,"14",157.4262,"3","2","2",3978.155,"Food",15
9.5,"2",0.232072674,"6",229.4668,"3","1","1",460.7336,"Food",32
18.85,"1",0.039723999,"14",41.048,"3","2","2",918.804,"Food",15
13.8,"1",0.05843112,"5",243.6802,"3","2","2",1965.4416,"Drinks",10
20.35,"2",0.030990354,"5",256.3672,"3","2","2",1022.6688,"Food",15
20.75,"1",0.108689606,"14",159.3578,"3","2","2",4492.8184,"Food",13
8.185,"1",0.038721734,"7",115.8808,"3","2","2",1523.3504,"Food",13
9.395,"1",0.103664897,"14",233.6932,"1","3","2",1414.1592,"Food",30
7.39,"1",0.082367244,"15",187.753,"2","1","2",1518.024,"Drinks",18
16.75,"1",0.105282932,"14",156.963,"2","3","3",2816.334,"Food",8
9.8,"2",0.141406394,"1",50.0008,"3","2","2",506.008,"Food",10
15,"1",0.071516201,"9",127.7362,"3","2","2",1761.7068,"Non Consumable",15
6.215,"1",0.012198395,"7",37.4848,"2","3","3",186.424,"Food",8
11.65,"1",0.132248069,"1",150.5024,"3","2","2",3187.8504,"Food",10
5.51,"1",0.034445116,"9",95.8726,"1","3","2",2153.1972,"Non Consumable",30
7.72,"2",0.088543868,"7",117.5466,"3","2","2",824.9262,"Food",15
16.35,"1",0.016979063,"10",97.441,"1","3","2",772.328,"Non Consumable",30
9.1,"1",0.304859104,"1",125.4362,"3","1","1",755.0172,"Food",32
13.8,"2",0.056825065,"14",230.9984,"1","3","2",4633.968,"Food",30
4.905,"1",0.1175683,"4",197.6768,"3","2","2",2956.152,"Food",15
16.35,"1",0.090562192,"10",198.211,"3","1","2",1964.11,"Non Consumable",20
21.25,"1",0.019423232,"14",120.8756,"3","1","2",3150.5656,"Food",20
15.85,"1",0.078489577,"4",39.9506,"1","3","2",645.1602,"Food",30
8.6,"2",0.054706408,"2",128.931,"2","3","3",1428.141,"Food",8
9.13,"1",0.051804278,"10",150.2024,"1","3","2",1821.6288,"Non Consumable",30
18.25,"1",0.012215675,"7",162.7894,"2","3","4",5500.8396,"Food",32
11.65,"2",0.019117392,"11",110.6544,"3","1","1",223.7088,"Food",32
9.13,"1",0.090778148,"10",153.1024,"3","1","1",303.6048,"Non Consumable",32
10.895,"1",0.027047774,"12",50.6666,"3","1","2",666.4658,"Non Consumable",20
9.3,"1",0.043874493,"8",191.0846,"3","2","2",1337.5922,"Drinks",15
17.7,"1",0.011603492,"6",97.741,"1","3","2",1158.492,"Food",30
9.3,"1",0.291826616,"14",107.1964,"1","3","1",420.7856,"Food",19
4.555,"2",0.034350673,"6",112.7544,"3","2","2",1789.6704,"Food",13
19.2,"1",0.183686937,"12",241.8196,"3","2","2",1687.1372,"Non Consumable",10
6.75,"2",0.107714834,"5",97.8752,"2","3","4",2109.2544,"Food",32
17.35,"2",0.146299902,"13",150.405,"3","1","2",3894.93,"Food",20
12.65,"1",0.123531974,"11",108.2938,"2","3","3",535.969,"Food",8
8,"2",0.030311951,"2",247.4092,"2","1","2",6972.2576,"Food",18
17.7,"1",0.087986599,"5",181.4292,"3","2","2",2918.8672,"Food",15
14.85,"2",0.019590769,"5",261.591,"2","3","3",2366.919,"Food",8
12.15,"1",0.242768664,"9",226.5404,"1","3","1",225.0404,"Non Consumable",19
15.1,"2",0.067064128,"14",257.9304,"3","2","2",6458.26,"Food",13
12.6,"1",0.087630566,"7",110.0228,"3","2","2",3205.1612,"Food",15
16.75,"1",0.075721301,"9",34.3532,"3","2","2",1042.6428,"Non Consumable",13
10.8,"1",0.049719026,"7",246.7144,"3","1","2",5145.3024,"Food",20
20.2,"1",0.065932087,"10",64.851,"3","1","2",948.765,"Non Consumable",20
15.6,"1",0.037505332,"14",126.2704,"2","3","4",4255.7936,"Food",32
15.2,"1",0.092282353,"14",227.2352,"3","2","2",4122.6336,"Food",10
7.315,"1",0.01532563,"14",153.434,"2","1","2",459.402,"Food",18
16.1,"2",0.047996608,"6",127.0362,"2","3","3",1384.1982,"Food",8
14,"2",0.052040539,"5",143.1786,"3","1","1",288.9572,"Food",32
17.75,"1",0.097629611,"9",240.4196,"1","3","2",4579.3724,"Non Consumable",30
17.2,"2",0.057221177,"7",225.4088,"2","3","3",2460.7968,"Food",8
6.635,"1",0.045308629,"10",173.1396,"1","3","1",348.8792,"Non Consumable",19
6.525,"1",0.158096128,"10",86.3882,"3","1","1",85.8882,"Non Consumable",32
7.52,"1",0.055127499,"7",128.2994,"3","1","2",3983.4814,"Food",20
12.15,"1",0.025842905,"16",119.844,"1","3","2",599.22,"Food",30
9.195,"2",0.122802943,"7",100.1016,"2","3","3",1113.2176,"Food",8
20.85,"1",0.039370913,"11",116.9808,"2","3","4",3866.9664,"Food",32
6.57,"1",0.096411426,"10",192.982,"2","3","4",4633.968,"Non Consumable",32
12.85,"1",0.16871476,"6",47.306,"2","1","2",1071.938,"Food",18
12.6,"1",0.082353076,"10",176.9054,"2","3","4",4202.5296,"Non Consumable",32
7.31,"1",0.026830586,"14",108.057,"2","1","2",2087.283,"Food",18
18.25,"2",0.183260221,"5",108.557,"3","2","2",1208.427,"Food",13
9.6,"2",0.027386122,"14",259.2304,"2","1","2",4649.9472,"Food",18
10.3,"2",0.0646641146824417,"7",191.153,"3","2","2",1707.777,"Food",13
16.7,"1",0.0642573974698545,"7",109.1912,"2","3","3",545.956,"Food",8
11.15,"2",0.105287746,"1",103.2648,"3","2","2",2388.8904,"Food",13
11.85,"2",0.0646641146824417,"1",51.2666,"3","2","2",410.1328,"Food",13
12.6,"1",0.05616476,"13",51.8982,"2","1","2",473.3838,"Food",18
7.855,"2",0.0642464577651515,"1",38.3848,"3","1","2",932.12,"Food",20
18.35,"2",0.092150005,"6",184.8266,"1","3","2",3872.9586,"Food",30
14.5,"1",0.01938106,"12",164.321,"2","3","4",5546.114,"Non Consumable",32
12.5,"1",0.071534226,"16",124.902,"2","3","3",1771.028,"Food",8
17.25,"1",0.113497001,"10",253.4724,"3","2","2",755.0172,"Non Consumable",13
12.1,"1",0.030121709,"4",78.067,"3","2","2",2220.443,"Food",13
16,"2",0.065051586,"5",76.1986,"3","2","2",1090.5804,"Food",13
5.94,"2",0.029538509,"2",189.4556,"3","2","2",1877.556,"Food",10
13.65,"1",0.015976249,"2",230.2668,"2","3","3",2994.7684,"Food",8
8.88,"1",0.098622378,"10",208.427,"3","1","2",5452.902,"Non Consumable",20
11.5,"2",0.062885197,"14",106.7254,"1","3","1",542.627,"Food",19
7.855,"2",0.162461219,"1",39.2848,"3","2","2",857.5504,"Food",10
8.85,"2",0.112840108,"15",122.0388,"2","1","2",1238.388,"Drinks",18
14.65,"1",0.298205272,"8",55.7614,"3","1","1",110.5228,"Drinks",32
13.6,"2",0.043902087,"7",157.0946,"3","2","2",5522.811,"Food",10
8.27,"1",0.018797945,"9",241.288,"1","3","2",5512.824,"Non Consumable",30
13.35,"1",0.0643032613957621,"14",151.6708,"2","3","4",4815.0656,"Food",32
9.895,"1",0.060017128,"10",230.8642,"1","3","2",4414.9198,"Non Consumable",30
18.35,"2",0.16147714,"6",186.2266,"3","1","1",1106.5596,"Food",32
18.5,"1",0.033944698,"12",129.9284,"3","1","2",1054.6272,"Non Consumable",20
21.1,"2",0.020803054,"3",129.7994,"2","3","3",1284.994,"Food",8
6.65,"1",0.08816538,"7",126.8678,"3","2","2",1780.3492,"Food",10
18.5,"1",0.034082974,"12",130.9284,"2","3","3",1977.426,"Non Consumable",8
12.1,"1",0.016745264,"8",180.766,"2","3","4",3056.022,"Drinks",32
13,"1",0.083009876,"10",61.1194,"3","2","2",2352.9372,"Non Consumable",15
20.25,"2",0.014721719,"5",193.6162,"2","3","4",5195.2374,"Food",32
15,"1",0.046375227,"2",122.8414,"3","1","2",731.0484,"Food",20
13.1,"1",0.037639672,"7",175.6054,"2","1","2",1050.6324,"Food",18
11.1,"1",0.04500603,"14",174.0054,"2","3","3",2101.2648,"Food",8
16.75,"2",0.013711274,"4",100.2674,"1","3","1",203.7348,"Food",19
7.655,"1",0.032009653,"4",117.2492,"3","2","2",2432.8332,"Food",15
10.5,"2",0.026424424,"1",145.2128,"3","2","2",3739.1328,"Food",15
8.1,"2",0.134870732,"4",41.948,"2","3","3",199.74,"Food",8
15.7,"1",0.045295529,"6",181.366,"3","2","2",1977.426,"Food",15
14.5,"2",0.097750937,"14",159.7262,"3","2","2",5728.5432,"Food",10
17.7,"1",0.05089667,"10",125.5678,"1","3","2",1398.8458,"Non Consumable",30
7.36,"1",0.052312034,"6",58.5588,"3","1","2",801.6232,"Food",20
18.75,"1",0.010363586,"10",207.1954,"3","2","2",1667.1632,"Non Consumable",13
18.2,"2",0.012254429,"7",59.9904,"2","3","3",644.4944,"Food",8
5.46,"2",0.107223632,"7",144.8786,"2","1","2",3323.0078,"Food",18
15.5,"2",0.101335811,"7",196.5768,"3","2","2",3350.3056,"Food",10
12.85,"1",0.098993139,"6",39.3164,"3","1","2",540.6296,"Food",20
15.25,"1",0.026760329,"14",86.0198,"3","2","2",2006.0554,"Food",10
8.6,"2",0.054594957,"2",130.531,"3","2","2",1298.31,"Food",15
7.39,"1",0.082170947,"15",190.953,"1","3","2",2466.789,"Drinks",30
9.035,"2",0.173821519,"11",151.4708,"3","2","2",2407.5328,"Food",15
11.65,"1",0.131708682,"1",152.3024,"2","1","2",1518.024,"Food",18
15.7,"2",0.027594064,"4",171.179,"1","3","2",1867.569,"Food",30
18,"1",0.12470444,"6",120.3124,"3","2","2",2725.7852,"Food",15
12.3,"1",0.052247806,"10",190.853,"2","3","4",4554.072,"Non Consumable",32
17.75,"1",0.030559583,"5",257.4672,"2","3","3",3835.008,"Food",8
17.1,"2",0.046903482,"4",142.0838,"3","2","2",2528.7084,"Food",15
18.2,"1",0.163096139,"9",43.0086,"3","1","2",758.3462,"Non Consumable",20
20.35,"2",0.0648003527697595,"7",234.4958,"3","2","2",1402.1748,"Food",15
15.6,"1",0.081103929,"1",112.3544,"3","1","2",1006.6896,"Food",20
13.3,"2",0.071743629,"7",59.7536,"2","3","3",918.804,"Food",8
6.71,"1",0.035731825,"2",218.3166,"2","3","3",5660.6316,"Food",8
15,"1",0.119131749,"14",226.9694,"3","2","2",6851.082,"Food",15
5.175,"1",0.037217847,"4",86.8224,"2","3","4",1448.7808,"Food",32
9.105,"1",0.038559926,"10",33.89,"3","2","2",99.87,"Non Consumable",15
11.8,"1",0.054238448,"8",75.4012,"2","1","2",986.7156,"Drinks",18
12,"1",0.075856062,"1",124.5388,"2","3","3",1733.7432,"Food",8
20.7,"1",0.048957533,"7",37.8506,"2","3","3",265.6542,"Food",8
10.3,"2",0.059160135,"7",191.553,"3","2","2",6641.355,"Food",10
19.6,"2",0.041536962,"6",46.0376,"1","3","2",527.3136,"Food",30
6.89,"2",0.0635953402378303,"14",193.482,"2","1","2",2510.066,"Food",18
16.7,"1",0.070297175,"5",216.385,"3","2","2",3678.545,"Food",15
13,"2",0.044984874,"15",175.0054,"3","1","2",1926.1594,"Drinks",20
10.1,"1",0.167155198,"15",241.7512,"3","1","2",5331.7264,"Drinks",20
15.6,"1",0.142986863,"3",130.3994,"1","3","2",2826.9868,"Food",30
7.97,"1",0.0648003527697595,"15",173.7422,"3","2","2",2759.0752,"Drinks",15
8.97,"1",0.162856593,"10",54.5956,"3","1","1",218.3824,"Non Consumable",32
5.945,"1",0.0646622415558602,"10",128.9652,"3","2","2",1808.3128,"Non Consumable",10
20.35,"2",0.014885998,"7",234.4958,"2","3","3",3271.7412,"Food",8
13.5,"2",0.128816212,"16",96.4068,"3","1","2",2527.3768,"Food",20
6.71,"2",0.029680868,"1",65.0142,"2","3","3",856.8846,"Food",8
12.15,"1",0.036360676,"2",166.0184,"1","3","1",330.2368,"Food",19
17.7,"2",0.016582833,"7",50.5034,"1","3","2",1458.102,"Food",30
20.5,"2",0.112316501,"7",193.9478,"1","3","2",4456.1994,"Food",30
19.1,"1",0.096653315,"7",235.1958,"1","3","2",4673.916,"Food",30
12.3,"1",0.021984639,"6",191.2162,"3","2","2",1924.162,"Food",10
8.905,"1",0.143351652,"6",62.0878,"2","1","2",302.939,"Food",18
14.5,"2",0.041482394,"4",40.0454,"3","2","2",209.727,"Food",10
8.365,"2",0.040069806,"7",190.7188,"3","2","2",1904.188,"Food",10
8.51,"1",0.052239735,"10",141.947,"3","2","2",2004.058,"Non Consumable",10
6.38,"1",0.015149955,"10",144.047,"1","3","2",3149.234,"Non Consumable",30
19.6,"1",0.09370568,"10",253.8698,"2","3","4",3297.7074,"Non Consumable",32
16.7,"2",0.052401766,"6",115.1176,"3","2","2",1488.7288,"Food",13
10,"2",0.063121982,"6",231.7668,"1","3","2",460.7336,"Food",30
14.5,"2",0.058946687,"7",168.6448,"3","2","2",2897.5616,"Food",15
14.65,"1",0.171245426,"7",50.3692,"1","3","2",591.2304,"Food",30
7.63,"2",0.134057426,"14",45.3402,"2","3","4",918.804,"Food",32
11.85,"2",0.050368454,"7",163.8526,"3","2","2",1808.9786,"Food",10
19,"1",0.026986367,"10",127.1336,"3","1","2",2812.3392,"Non Consumable",20
6.36,"1",0.120543611,"7",45.806,"3","1","2",1165.15,"Food",20
18.85,"1",0.036037952,"11",58.4562,"3","1","2",711.0744,"Food",20
9.6,"1",0.006725388,"10",165.9184,"2","3","3",2972.1312,"Non Consumable",8
5.94,"1",0.034940979,"4",177.3344,"2","1","2",1605.9096,"Food",18
13.5,"1",0.094219593,"15",189.9872,"3","1","2",1323.6104,"Drinks",20
10.85,"1",0.048004263,"10",117.5808,"1","3","1",351.5424,"Non Consumable",19
15.15,"2",0.066164431,"6",147.376,"3","2","2",2197.14,"Food",13
15.6,"2",0.0642573974698545,"5",62.4194,"2","3","3",804.9522,"Food",8
5.15,"2",0.0646622415558602,"11",122.9388,"3","2","2",2105.2596,"Food",10
20.35,"2",0.030975716,"5",253.9672,"2","1","2",3068.0064,"Food",18
8.895,"2",0.039101813,"1",208.8296,"2","1","2",5400.9696,"Food",18
21.25,"1",0.010039493,"11",181.7608,"2","3","3",1102.5648,"Food",8
4.905,"1",0.117308165,"4",195.7768,"3","2","2",2956.152,"Food",13
10.895,"2",0.009641375,"5",124.173,"3","2","2",1601.249,"Food",15
12.15,"1",0.113212516,"12",254.604,"3","1","1",759.012,"Non Consumable",32
17.75,"2",0.067490036,"1",185.224,"3","2","2",6338.416,"Food",13
6.8,"1",0.037573095,"1",50.2034,"3","2","2",1166.4816,"Food",15
10.395,"1",0.031219108,"13",156.9604,"3","2","2",4595.3516,"Food",13
14.8,"1",0.032606181,"9",193.5794,"1","3","1",390.1588,"Non Consumable",19
13.5,"1",0.0642573974698545,"1",84.554,"2","3","3",778.986,"Food",8
16,"2",0.106731895,"1",183.6634,"3","2","2",2544.6876,"Food",13
17.85,"1",0.0112259,"14",211.956,"1","3","2",4474.176,"Food",30
18.7,"1",0.026355345,"1",127.102,"3","2","2",3289.052,"Food",15
18,"1",0.01548171,"9",159.3604,"3","2","2",2059.9852,"Non Consumable",15
8.785,"1",0.045465958,"7",120.8414,"3","1","1",852.8898,"Food",32
5.26,"2",0.041857101,"1",162.7868,"3","2","2",4258.4568,"Food",15
6.175,"2",0.0648003527697595,"11",94.9752,"3","2","2",1534.0032,"Food",15
5.86,"2",0.151159243,"11",156.6314,"3","2","2",3257.7594,"Food",15
11.3,"1",0.056161529,"1",246.9118,"2","3","4",5681.2714,"Food",32
